Transaction ID,Date,Year,Month,MonthName,Customer ID,Gender,Age,Age Band,Product Category,Quantity,Price per Unit,Total Amount
14,2023-01-17,2023,1,January,CUST014,Male,64,50-64,Clothing,4,30,120
103,2023-01-17,2023,1,January,CUST103,Female,59,50-64,Clothing,1,25,25
238,2023-01-17,2023,1,January,CUST238,Female,39,35-49,Beauty,1,500,500
986,2023-01-17,2023,1,January,CUST986,Female,49,35-49,Clothing,2,500,1000
438,2023-01-19,2023,1,January,CUST438,Female,42,35-49,Clothing,1,30,30
475,2023-01-20,2023,1,January,CUST475,Male,26,25-34,Clothing,3,25,75
505,2023-01-20,2023,1,January,CUST505,Male,24,18-24,Beauty,1,50,50
344,2023-01-21,2023,1,January,CUST344,Female,42,35-49,Beauty,1,30,30
448,2023-01-21,2023,1,January,CUST448,Female,54,50-64,Beauty,2,30,60
742,2023-01-21,2023,1,January,CUST742,Female,38,35-49,Electronics,4,500,2000
445,2023-01-22,2023,1,January,CUST445,Female,53,50-64,Electronics,1,300,300
787,2023-01-22,2023,1,January,CUST787,Male,41,35-49,Electronics,1,25,25
49,2023-01-23,2023,1,January,CUST049,Female,54,50-64,Electronics,2,500,1000
420,2023-01-23,2023,1,January,CUST420,Female,22,18-24,Clothing,4,500,2000
519,2023-01-23,2023,1,January,CUST519,Female,36,35-49,Electronics,4,30,120
64,2023-01-24,2023,1,January,CUST064,Male,49,35-49,Clothing,4,25,100
592,2023-01-24,2023,1,January,CUST592,Female,46,35-49,Beauty,4,500,2000
912,2023-01-24,2023,1,January,CUST912,Male,51,50-64,Beauty,3,50,150
134,2023-01-25,2023,1,January,CUST134,Male,49,35-49,Electronics,1,50,50
288,2023-01-26,2023,1,January,CUST288,Male,28,25-34,Clothing,4,30,120
323,2023-01-26,2023,1,January,CUST323,Female,29,25-34,Beauty,3,300,900
618,2023-01-26,2023,1,January,CUST618,Female,27,25-34,Beauty,1,50,50
720,2023-01-26,2023,1,January,CUST720,Female,56,50-64,Beauty,3,500,1500
415,2023-01-27,2023,1,January,CUST415,Male,53,50-64,Clothing,2,30,60
736,2023-01-27,2023,1,January,CUST736,Male,29,25-34,Clothing,4,25,100
929,2023-01-27,2023,1,January,CUST929,Female,23,18-24,Beauty,3,25,75
264,2023-01-28,2023,1,January,CUST264,Male,47,35-49,Clothing,3,300,900
913,2023-01-28,2023,1,January,CUST913,Male,29,25-34,Electronics,3,30,90
940,2023-01-28,2023,1,January,CUST940,Female,20,18-24,Electronics,1,30,30
101,2023-01-29,2023,1,January,CUST101,Male,32,25-34,Clothing,2,300,600
189,2023-01-30,2023,1,January,CUST189,Male,63,50-64,Beauty,1,50,50
317,2023-01-30,2023,1,January,CUST317,Male,22,18-24,Electronics,3,30,90
322,2023-01-30,2023,1,January,CUST322,Male,51,50-64,Electronics,1,500,500
329,2023-01-30,2023,1,January,CUST329,Female,46,35-49,Electronics,4,25,100
235,2023-01-31,2023,1,January,CUST235,Female,23,18-24,Electronics,2,500,1000
300,2023-01-31,2023,1,January,CUST300,Female,19,18-24,Electronics,4,50,200
964,2023-01-31,2023,1,January,CUST964,Male,24,18-24,Clothing,3,300,900
269,2023-02-01,2023,2,February,CUST269,Male,25,25-34,Clothing,4,500,2000
320,2023-02-01,2023,2,February,CUST320,Female,28,25-34,Electronics,4,300,1200
673,2023-02-01,2023,2,February,CUST673,Female,43,35-49,Clothing,3,500,1500
142,2023-02-02,2023,2,February,CUST142,Male,35,35-49,Electronics,4,300,1200
223,2023-02-02,2023,2,February,CUST223,Female,64,50-64,Clothing,1,25,25
666,2023-02-02,2023,2,February,CUST666,Male,51,50-64,Electronics,3,50,150
107,2023-02-03,2023,2,February,CUST107,Female,21,18-24,Clothing,4,300,1200
933,2023-02-03,2023,2,February,CUST933,Male,22,18-24,Beauty,1,30,30
237,2023-02-04,2023,2,February,CUST237,Female,50,50-64,Beauty,2,500,1000
335,2023-02-04,2023,2,February,CUST335,Female,47,35-49,Beauty,4,30,120
63,2023-02-05,2023,2,February,CUST063,Male,57,50-64,Electronics,2,25,50
195,2023-02-05,2023,2,February,CUST195,Male,52,50-64,Clothing,1,30,30
333,2023-02-05,2023,2,February,CUST333,Female,54,50-64,Electronics,4,300,1200
379,2023-02-05,2023,2,February,CUST379,Female,47,35-49,Clothing,1,25,25
490,2023-02-05,2023,2,February,CUST490,Male,34,25-34,Clothing,3,50,150
530,2023-02-05,2023,2,February,CUST530,Female,18,18-24,Electronics,4,30,120
740,2023-02-05,2023,2,February,CUST740,Female,25,25-34,Beauty,4,50,200
793,2023-02-05,2023,2,February,CUST793,Male,54,50-64,Beauty,1,30,30
85,2023-02-06,2023,2,February,CUST085,Male,31,25-34,Clothing,3,50,150
232,2023-02-06,2023,2,February,CUST232,Female,43,35-49,Beauty,1,25,25
240,2023-02-06,2023,2,February,CUST240,Female,23,18-24,Beauty,1,300,300
993,2023-02-06,2023,2,February,CUST993,Female,48,35-49,Electronics,3,50,150
366,2023-02-07,2023,2,February,CUST366,Male,57,50-64,Clothing,2,50,100
372,2023-02-07,2023,2,February,CUST372,Female,24,18-24,Beauty,3,500,1500
596,2023-02-07,2023,2,February,CUST596,Female,64,50-64,Electronics,1,300,300
936,2023-02-07,2023,2,February,CUST936,Male,57,50-64,Beauty,4,50,200
284,2023-02-08,2023,2,February,CUST284,Male,43,35-49,Clothing,4,50,200
434,2023-02-08,2023,2,February,CUST434,Female,43,35-49,Electronics,2,25,50
775,2023-02-08,2023,2,February,CUST775,Female,46,35-49,Electronics,4,25,100
977,2023-02-08,2023,2,February,CUST977,Female,35,35-49,Electronics,3,25,75
649,2023-02-09,2023,2,February,CUST649,Female,58,50-64,Clothing,2,300,600
54,2023-02-10,2023,2,February,CUST054,Female,38,35-49,Electronics,3,500,1500
68,2023-02-10,2023,2,February,CUST068,Male,25,25-34,Electronics,1,300,300
192,2023-02-10,2023,2,February,CUST192,Male,62,50-64,Beauty,2,50,100
331,2023-02-11,2023,2,February,CUST331,Male,28,25-34,Electronics,3,30,90
346,2023-02-11,2023,2,February,CUST346,Male,59,50-64,Clothing,2,500,1000
657,2023-02-11,2023,2,February,CUST657,Male,40,35-49,Clothing,1,25,25
732,2023-02-11,2023,2,February,CUST732,Male,61,50-64,Electronics,2,500,1000
972,2023-02-11,2023,2,February,CUST972,Male,49,35-49,Beauty,4,25,100
714,2023-02-12,2023,2,February,CUST714,Female,18,18-24,Clothing,1,500,500
193,2023-02-13,2023,2,February,CUST193,Male,35,35-49,Beauty,3,500,1500
577,2023-02-13,2023,2,February,CUST577,Male,21,18-24,Beauty,4,500,2000
848,2023-02-13,2023,2,February,CUST848,Female,63,50-64,Clothing,3,25,75
945,2023-02-13,2023,2,February,CUST945,Male,30,25-34,Beauty,1,25,25
11,2023-02-14,2023,2,February,CUST011,Male,23,18-24,Clothing,2,50,100
821,2023-02-14,2023,2,February,CUST821,Male,49,35-49,Electronics,1,300,300
133,2023-02-16,2023,2,February,CUST133,Male,20,18-24,Electronics,3,300,900
16,2023-02-17,2023,2,February,CUST016,Male,19,18-24,Clothing,3,500,1500
42,2023-02-17,2023,2,February,CUST042,Male,22,18-24,Clothing,3,300,900
292,2023-02-17,2023,2,February,CUST292,Male,20,18-24,Beauty,4,300,1200
416,2023-02-17,2023,2,February,CUST416,Male,53,50-64,Electronics,4,500,2000
584,2023-02-17,2023,2,February,CUST584,Female,27,25-34,Beauty,4,50,200
861,2023-02-17,2023,2,February,CUST861,Female,41,35-49,Clothing,3,30,90
256,2023-02-18,2023,2,February,CUST256,Male,23,18-24,Clothing,2,500,1000
44,2023-02-19,2023,2,February,CUST044,Female,22,18-24,Clothing,1,25,25
257,2023-02-19,2023,2,February,CUST257,Male,19,18-24,Beauty,4,500,2000
268,2023-02-20,2023,2,February,CUST268,Female,28,25-34,Electronics,1,30,30
287,2023-02-20,2023,2,February,CUST287,Male,54,50-64,Clothing,4,25,100
966,2023-02-20,2023,2,February,CUST966,Male,60,50-64,Electronics,2,500,1000
70,2023-02-21,2023,2,February,CUST070,Female,43,35-49,Clothing,1,300,300
371,2023-02-21,2023,2,February,CUST371,Female,20,18-24,Beauty,1,25,25
900,2023-02-21,2023,2,February,CUST900,Male,21,18-24,Clothing,2,30,60
8,2023-02-22,2023,2,February,CUST008,Male,30,25-34,Electronics,4,25,100
41,2023-02-22,2023,2,February,CUST041,Male,34,25-34,Clothing,2,25,50
454,2023-02-22,2023,2,February,CUST454,Female,46,35-49,Beauty,1,25,25
780,2023-02-22,2023,2,February,CUST780,Male,52,50-64,Electronics,2,25,50
920,2023-02-22,2023,2,February,CUST920,Female,28,25-34,Beauty,3,25,75
396,2023-02-23,2023,2,February,CUST396,Female,55,50-64,Beauty,1,30,30
168,2023-02-24,2023,2,February,CUST168,Male,53,50-64,Clothing,1,300,300
400,2023-02-24,2023,2,February,CUST400,Male,53,50-64,Clothing,4,50,200
611,2023-02-24,2023,2,February,CUST611,Male,51,50-64,Beauty,3,500,1500
800,2023-02-24,2023,2,February,CUST800,Male,32,25-34,Clothing,4,300,1200
272,2023-02-25,2023,2,February,CUST272,Female,61,50-64,Electronics,2,50,100
473,2023-02-25,2023,2,February,CUST473,Male,64,50-64,Beauty,1,50,50
506,2023-02-25,2023,2,February,CUST506,Male,34,25-34,Beauty,3,500,1500
766,2023-02-25,2023,2,February,CUST766,Male,38,35-49,Electronics,3,300,900
135,2023-02-26,2023,2,February,CUST135,Male,20,18-24,Clothing,2,25,50
2,2023-02-27,2023,2,February,CUST002,Female,26,25-34,Clothing,20,500,10000
158,2023-02-27,2023,2,February,CUST158,Female,44,35-49,Electronics,2,300,600
185,2023-02-27,2023,2,February,CUST185,Male,24,18-24,Clothing,1,25,25
433,2023-02-27,2023,2,February,CUST433,Male,29,25-34,Beauty,4,50,200
152,2023-02-28,2023,2,February,CUST152,Male,43,35-49,Electronics,4,500,2000
753,2023-02-28,2023,2,February,CUST753,Female,32,25-34,Clothing,1,30,30
763,2023-02-28,2023,2,February,CUST763,Male,34,25-34,Clothing,2,25,50
932,2023-02-28,2023,2,February,CUST932,Female,45,35-49,Beauty,4,25,100
399,2023-03-01,2023,3,March,CUST399,Female,64,50-64,Beauty,2,30,60
500,2023-03-01,2023,3,March,CUST500,Female,60,50-64,Beauty,4,25,100
514,2023-03-01,2023,3,March,CUST514,Female,18,18-24,Electronics,1,300,300
947,2023-03-02,2023,3,March,CUST947,Male,50,50-64,Beauty,1,300,300
220,2023-03-03,2023,3,March,CUST220,Male,64,50-64,Beauty,1,500,500
339,2023-03-03,2023,3,March,CUST339,Female,22,18-24,Electronics,2,25,50
785,2023-03-03,2023,3,March,CUST785,Female,31,25-34,Beauty,4,50,200
885,2023-03-03,2023,3,March,CUST885,Female,52,50-64,Clothing,4,30,120
888,2023-03-03,2023,3,March,CUST888,Female,52,50-64,Electronics,4,25,100
621,2023-03-04,2023,3,March,CUST621,Female,40,35-49,Beauty,2,500,1000
52,2023-03-05,2023,3,March,CUST052,Female,36,35-49,Beauty,1,300,300
536,2023-03-05,2023,3,March,CUST536,Female,55,50-64,Beauty,4,30,120
197,2023-03-06,2023,3,March,CUST197,Female,42,35-49,Clothing,4,50,200
750,2023-03-06,2023,3,March,CUST750,Female,35,35-49,Clothing,3,25,75
910,2023-03-06,2023,3,March,CUST910,Female,20,18-24,Beauty,3,50,150
917,2023-03-06,2023,3,March,CUST917,Female,57,50-64,Electronics,4,50,200
198,2023-03-07,2023,3,March,CUST198,Female,54,50-64,Beauty,3,300,900
444,2023-03-07,2023,3,March,CUST444,Female,61,50-64,Clothing,3,30,90
547,2023-03-07,2023,3,March,CUST547,Male,63,50-64,Clothing,4,500,2000
705,2023-03-07,2023,3,March,CUST705,Male,60,50-64,Electronics,2,25,50
423,2023-03-08,2023,3,March,CUST423,Female,27,25-34,Clothing,1,25,25
248,2023-03-09,2023,3,March,CUST248,Male,26,25-34,Clothing,3,300,900
360,2023-03-09,2023,3,March,CUST360,Male,42,35-49,Clothing,4,25,100
377,2023-03-09,2023,3,March,CUST377,Female,46,35-49,Clothing,4,50,200
397,2023-03-10,2023,3,March,CUST397,Female,30,25-34,Beauty,1,25,25
623,2023-03-10,2023,3,March,CUST623,Male,34,25-34,Clothing,3,50,150
717,2023-03-11,2023,3,March,CUST717,Male,57,50-64,Clothing,1,500,500
130,2023-03-12,2023,3,March,CUST130,Female,57,50-64,Clothing,1,500,500
658,2023-03-12,2023,3,March,CUST658,Male,59,50-64,Clothing,1,25,25
7,2023-03-13,2023,3,March,CUST007,Male,46,35-49,Clothing,2,25,50
119,2023-03-13,2023,3,March,CUST119,Female,60,50-64,Clothing,3,50,150
278,2023-03-13,2023,3,March,CUST278,Female,37,35-49,Clothing,4,25,100
117,2023-03-15,2023,3,March,CUST117,Male,19,18-24,Electronics,2,500,1000
442,2023-03-17,2023,3,March,CUST442,Female,60,50-64,Clothing,4,25,100
590,2023-03-17,2023,3,March,CUST590,Male,36,35-49,Clothing,3,300,900
607,2023-03-17,2023,3,March,CUST607,Male,54,50-64,Clothing,3,25,75
436,2023-03-18,2023,3,March,CUST436,Female,57,50-64,Clothing,4,30,120
942,2023-03-18,2023,3,March,CUST942,Male,51,50-64,Clothing,3,500,1500
659,2023-03-19,2023,3,March,CUST659,Female,39,35-49,Electronics,1,30,30
941,2023-03-19,2023,3,March,CUST941,Female,57,50-64,Clothing,2,25,50
136,2023-03-20,2023,3,March,CUST136,Male,44,35-49,Electronics,2,300,600
175,2023-03-20,2023,3,March,CUST175,Female,31,25-34,Electronics,4,25,100
663,2023-03-20,2023,3,March,CUST663,Male,23,18-24,Clothing,4,300,1200
748,2023-03-20,2023,3,March,CUST748,Male,25,25-34,Clothing,3,50,150
806,2023-03-20,2023,3,March,CUST806,Female,35,35-49,Beauty,3,300,900
38,2023-03-21,2023,3,March,CUST038,Male,38,35-49,Beauty,4,50,200
313,2023-03-21,2023,3,March,CUST313,Female,55,50-64,Beauty,3,500,1500
402,2023-03-21,2023,3,March,CUST402,Female,41,35-49,Clothing,2,300,600
459,2023-03-21,2023,3,March,CUST459,Male,28,25-34,Clothing,4,300,1200
161,2023-03-22,2023,3,March,CUST161,Male,64,50-64,Beauty,2,500,1000
328,2023-03-22,2023,3,March,CUST328,Male,39,35-49,Beauty,2,50,100
383,2023-03-22,2023,3,March,CUST383,Female,46,35-49,Beauty,3,30,90
973,2023-03-22,2023,3,March,CUST973,Male,60,50-64,Clothing,1,50,50
978,2023-03-22,2023,3,March,CUST978,Female,53,50-64,Clothing,3,50,150
33,2023-03-23,2023,3,March,CUST033,Female,50,50-64,Electronics,2,50,100
138,2023-03-23,2023,3,March,CUST138,Male,49,35-49,Clothing,4,50,200
471,2023-03-23,2023,3,March,CUST471,Male,32,25-34,Clothing,3,50,150
636,2023-03-23,2023,3,March,CUST636,Female,21,18-24,Beauty,3,500,1500
177,2023-03-24,2023,3,March,CUST177,Male,45,35-49,Beauty,2,50,100
426,2023-03-24,2023,3,March,CUST426,Male,23,18-24,Electronics,3,50,150
76,2023-03-25,2023,3,March,CUST076,Female,22,18-24,Electronics,2,50,100
91,2023-03-25,2023,3,March,CUST091,Female,55,50-64,Electronics,1,500,500
461,2023-03-25,2023,3,March,CUST461,Female,18,18-24,Beauty,2,500,1000
764,2023-03-25,2023,3,March,CUST764,Female,40,35-49,Clothing,1,25,25
202,2023-03-26,2023,3,March,CUST202,Female,34,25-34,Clothing,4,300,1200
301,2023-03-26,2023,3,March,CUST301,Male,30,25-34,Clothing,4,30,120
703,2023-03-26,2023,3,March,CUST703,Male,34,25-34,Electronics,2,50,100
294,2023-03-27,2023,3,March,CUST294,Female,23,18-24,Clothing,3,30,90
760,2023-03-27,2023,3,March,CUST760,Male,27,25-34,Beauty,1,500,500
575,2023-03-28,2023,3,March,CUST575,Male,60,50-64,Clothing,2,50,100
88,2023-03-29,2023,3,March,CUST088,Male,56,50-64,Clothing,1,500,500
975,2023-03-30,2023,3,March,CUST975,Female,56,50-64,Clothing,4,50,200
553,2023-03-31,2023,3,March,CUST553,Male,24,18-24,Clothing,4,300,1200
462,2023-04-01,2023,4,April,CUST462,Male,63,50-64,Electronics,4,300,1200
614,2023-04-01,2023,4,April,CUST614,Female,39,35-49,Beauty,4,300,1200
808,2023-04-01,2023,4,April,CUST808,Male,33,25-34,Beauty,4,500,2000
166,2023-04-02,2023,4,April,CUST166,Male,34,25-34,Clothing,4,500,2000
465,2023-04-02,2023,4,April,CUST465,Female,43,35-49,Electronics,3,50,150
502,2023-04-02,2023,4,April,CUST502,Male,43,35-49,Electronics,3,50,150
905,2023-04-02,2023,4,April,CUST905,Male,58,50-64,Beauty,1,300,300
280,2023-04-04,2023,4,April,CUST280,Female,37,35-49,Clothing,3,500,1500
719,2023-04-04,2023,4,April,CUST719,Female,42,35-49,Clothing,2,30,60
834,2023-04-04,2023,4,April,CUST834,Female,56,50-64,Beauty,2,30,60
891,2023-04-05,2023,4,April,CUST891,Male,41,35-49,Electronics,3,300,900
928,2023-04-05,2023,4,April,CUST928,Female,35,35-49,Clothing,4,300,1200
332,2023-04-06,2023,4,April,CUST332,Male,58,50-64,Electronics,4,300,1200
255,2023-04-08,2023,4,April,CUST255,Male,48,35-49,Clothing,1,30,30
275,2023-04-08,2023,4,April,CUST275,Male,43,35-49,Clothing,2,500,1000
314,2023-04-08,2023,4,April,CUST314,Male,52,50-64,Clothing,4,30,120
517,2023-04-08,2023,4,April,CUST517,Female,47,35-49,Clothing,4,25,100
847,2023-04-08,2023,4,April,CUST847,Female,18,18-24,Electronics,4,300,1200
61,2023-04-09,2023,4,April,CUST061,Male,21,18-24,Beauty,4,50,200
274,2023-04-09,2023,4,April,CUST274,Female,23,18-24,Clothing,2,500,1000
486,2023-04-09,2023,4,April,CUST486,Female,35,35-49,Electronics,1,25,25
548,2023-04-09,2023,4,April,CUST548,Female,51,50-64,Clothing,2,30,60
886,2023-04-09,2023,4,April,CUST886,Male,37,35-49,Electronics,3,300,900
892,2023-04-09,2023,4,April,CUST892,Male,20,18-24,Electronics,1,50,50
601,2023-04-10,2023,4,April,CUST601,Male,19,18-24,Clothing,1,30,30
901,2023-04-10,2023,4,April,CUST901,Male,31,25-34,Electronics,1,30,30
527,2023-04-11,2023,4,April,CUST527,Male,57,50-64,Clothing,2,25,50
23,2023-04-12,2023,4,April,CUST023,Female,35,35-49,Clothing,4,30,120
174,2023-04-12,2023,4,April,CUST174,Female,39,35-49,Beauty,1,300,300
589,2023-04-12,2023,4,April,CUST589,Female,36,35-49,Beauty,2,500,1000
774,2023-04-12,2023,4,April,CUST774,Female,40,35-49,Clothing,2,25,50
1000,2023-04-12,2023,4,April,CUST1000,Male,47,35-49,Electronics,4,30,120
210,2023-04-13,2023,4,April,CUST210,Male,37,35-49,Electronics,4,50,200
478,2023-04-13,2023,4,April,CUST478,Female,58,50-64,Clothing,2,30,60
745,2023-04-13,2023,4,April,CUST745,Male,54,50-64,Beauty,2,50,100
354,2023-04-15,2023,4,April,CUST354,Female,49,35-49,Beauty,4,50,200
408,2023-04-15,2023,4,April,CUST408,Female,64,50-64,Beauty,1,500,500
674,2023-04-16,2023,4,April,CUST674,Female,38,35-49,Clothing,1,300,300
967,2023-04-17,2023,4,April,CUST967,Male,62,50-64,Beauty,1,25,25
79,2023-04-18,2023,4,April,CUST079,Male,34,25-34,Beauty,1,300,300
406,2023-04-18,2023,4,April,CUST406,Female,22,18-24,Beauty,4,25,100
450,2023-04-18,2023,4,April,CUST450,Female,59,50-64,Beauty,2,25,50
562,2023-04-18,2023,4,April,CUST562,Male,54,50-64,Electronics,2,25,50
108,2023-04-19,2023,4,April,CUST108,Female,27,25-34,Beauty,3,25,75
111,2023-04-19,2023,4,April,CUST111,Female,34,25-34,Electronics,3,500,1500
207,2023-04-19,2023,4,April,CUST207,Female,42,35-49,Beauty,2,25,50
724,2023-04-19,2023,4,April,CUST724,Male,61,50-64,Clothing,3,50,150
836,2023-04-19,2023,4,April,CUST836,Female,22,18-24,Clothing,1,50,50
969,2023-04-19,2023,4,April,CUST969,Female,40,35-49,Clothing,3,300,900
246,2023-04-20,2023,4,April,CUST246,Female,48,35-49,Electronics,2,25,50
298,2023-04-20,2023,4,April,CUST298,Male,27,25-34,Beauty,4,300,1200
374,2023-04-20,2023,4,April,CUST374,Female,59,50-64,Beauty,3,25,75
572,2023-04-20,2023,4,April,CUST572,Male,31,25-34,Clothing,4,500,2000
665,2023-04-20,2023,4,April,CUST665,Male,57,50-64,Clothing,1,50,50
39,2023-04-21,2023,4,April,CUST039,Male,23,18-24,Clothing,4,30,120
893,2023-04-21,2023,4,April,CUST893,Male,49,35-49,Electronics,1,50,50
17,2023-04-22,2023,4,April,CUST017,Female,27,25-34,Clothing,4,25,100
316,2023-04-22,2023,4,April,CUST316,Female,48,35-49,Clothing,2,25,50
755,2023-04-22,2023,4,April,CUST755,Female,58,50-64,Clothing,3,25,75
28,2023-04-23,2023,4,April,CUST028,Female,43,35-49,Beauty,1,500,500
98,2023-04-23,2023,4,April,CUST098,Female,55,50-64,Beauty,2,50,100
129,2023-04-23,2023,4,April,CUST129,Female,21,18-24,Beauty,2,300,600
230,2023-04-23,2023,4,April,CUST230,Male,54,50-64,Beauty,1,25,25
613,2023-04-23,2023,4,April,CUST613,Female,52,50-64,Clothing,3,30,90
691,2023-04-23,2023,4,April,CUST691,Female,51,50-64,Clothing,3,30,90
693,2023-04-23,2023,4,April,CUST693,Male,41,35-49,Beauty,3,500,1500
477,2023-04-24,2023,4,April,CUST477,Male,43,35-49,Clothing,4,30,120
863,2023-04-24,2023,4,April,CUST863,Female,30,25-34,Electronics,2,25,50
6,2023-04-25,2023,4,April,CUST006,Female,45,35-49,Beauty,1,30,30
483,2023-04-25,2023,4,April,CUST483,Male,55,50-64,Clothing,1,30,30
738,2023-04-25,2023,4,April,CUST738,Male,41,35-49,Clothing,2,50,100
222,2023-04-26,2023,4,April,CUST222,Male,51,50-64,Clothing,4,30,120
588,2023-04-26,2023,4,April,CUST588,Male,38,35-49,Electronics,2,30,60
953,2023-04-26,2023,4,April,CUST953,Male,45,35-49,Beauty,3,30,90
66,2023-04-27,2023,4,April,CUST066,Female,45,35-49,Electronics,1,30,30
482,2023-04-27,2023,4,April,CUST482,Female,28,25-34,Clothing,4,300,1200
903,2023-04-27,2023,4,April,CUST903,Female,51,50-64,Beauty,4,50,200
102,2023-04-28,2023,4,April,CUST102,Female,47,35-49,Beauty,2,25,50
228,2023-04-28,2023,4,April,CUST228,Female,59,50-64,Electronics,2,30,60
236,2023-04-28,2023,4,April,CUST236,Female,54,50-64,Clothing,1,25,25
660,2023-04-29,2023,4,April,CUST660,Female,38,35-49,Beauty,2,500,1000
884,2023-04-29,2023,4,April,CUST884,Female,26,25-34,Clothing,2,30,60
987,2023-04-29,2023,4,April,CUST987,Female,30,25-34,Clothing,3,300,900
18,2023-04-30,2023,4,April,CUST018,Female,47,35-49,Electronics,2,25,50
69,2023-04-30,2023,4,April,CUST069,Female,56,50-64,Beauty,3,25,75
995,2023-04-30,2023,4,April,CUST995,Female,41,35-49,Clothing,1,30,30
337,2023-05-01,2023,5,May,CUST337,Male,38,35-49,Clothing,1,500,500
585,2023-05-01,2023,5,May,CUST585,Female,24,18-24,Clothing,1,25,25
652,2023-05-01,2023,5,May,CUST652,Female,34,25-34,Beauty,2,50,100
242,2023-05-02,2023,5,May,CUST242,Male,21,18-24,Clothing,1,25,25
293,2023-05-02,2023,5,May,CUST293,Male,50,50-64,Electronics,3,30,90
460,2023-05-02,2023,5,May,CUST460,Male,40,35-49,Beauty,1,50,50
188,2023-05-03,2023,5,May,CUST188,Male,40,35-49,Clothing,3,25,75
357,2023-05-03,2023,5,May,CUST357,Female,40,35-49,Electronics,3,25,75
646,2023-05-03,2023,5,May,CUST646,Male,38,35-49,Clothing,3,30,90
749,2023-05-03,2023,5,May,CUST749,Male,42,35-49,Beauty,1,30,30
974,2023-05-03,2023,5,May,CUST974,Male,47,35-49,Beauty,1,30,30
190,2023-05-04,2023,5,May,CUST190,Female,60,50-64,Beauty,3,30,90
849,2023-05-04,2023,5,May,CUST849,Male,32,25-34,Clothing,2,25,50
853,2023-05-04,2023,5,May,CUST853,Male,21,18-24,Beauty,2,500,1000
252,2023-05-05,2023,5,May,CUST252,Male,54,50-64,Electronics,1,300,300
606,2023-05-05,2023,5,May,CUST606,Male,22,18-24,Electronics,1,50,50
